Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year,Domestic %,Foreign %
2156,Suck Me Shakespeer 3,64236772,0,-,64236772,100%,2017.csv,2017,0.0,1.0
2157,The Rescue,64203587,18797,<0.1%,64184790,100%,2020.csv,2020,0.0002927718041672656,0.9997072281958327
2158,Thunder and the House of Magic,64197205,4091,<0.1%,64193114,100%,2013.csv,2013,6.372551577595941e-05,0.9999362744842241
2159,The Danish Girl,64191523,11114018,17.3%,53077505,82.7%,2015.csv,2015,0.1731384064528271,0.8268615935471729
2160,The Boy,64188367,35819556,55.8%,28368811,44.2%,2015.csv,2015,0.5580381255064488,0.4419618744935511
2161,The Grandmaster,64076736,6594959,10.3%,57481777,89.7%,2013.csv,2013,0.10292282990194757,0.8970771700980524
2162,Belle,64039994,4018313,6.3%,60021681,93.7%,2021.csv,2021,0.06274692967647685,0.9372530703235231
2163,The Pirate Fairy,63998725,0,-,63998725,100%,2014.csv,2014,0.0,1.0
2164,In & Out,63856929,63856929,100%,0,-,1997.csv,1997,1.0,0.0
2165,The Inbetweeners 2,63852235,0,-,63852235,100%,2014.csv,2014,0.0,1.0
2166,The Fifth Element,63820180,63820180,100%,0,-,1997.csv,1997,1.0,0.0
2167,Hanna,63782078,40259119,63.1%,23522959,36.9%,2011.csv,2011,0.6311979832328448,0.3688020167671552
2168,High Crimes,63781810,41543917,65.1%,22237893,34.9%,2002.csv,2002,0.651344278251119,0.34865572174888104
2169,Babe,63658910,63658910,100%,0,-,1995.csv,1995,1.0,0.0
2170,Precious,63649529,47566524,74.7%,16083005,25.3%,2009.csv,2009,0.7473193399435839,0.25268066005641615
2171,"Hail, Caesar!",63647656,30498085,47.9%,33149571,52.1%,2016.csv,2016,0.4791705919225054,0.5208294080774947
2172,Elite Squad 2: The Enemy Within,63618850,100119,0.2%,63518731,99.8%,2010.csv,2010,0.0015737316848701288,0.9984262683151298
2173,Footloose 2011 Re-release,63543328,51802742,81.5%,11740586,18.5%,2011.csv,2011,0.815234952755386,0.18476504724461396
2174,Conan the Barbarian,63523283,21295021,33.5%,42228262,66.5%,2011.csv,2011,0.33523174487061697,0.664768255129383
2175,Begin Again,63464861,16170632,25.5%,47294229,74.5%,2014.csv,2014,0.25479661887229216,0.7452033811277078
2176,Colombiana,63458440,36665854,57.8%,26792586,42.2%,2011.csv,2011,0.5777931824356224,0.42220681756437756
2177,Side Effects,63414135,32172757,50.7%,31241378,49.3%,2013.csv,2013,0.5073436229950941,0.49265637700490594
2178,Madea's Family Reunion,63368939,63318000,99.9%,50939,<0.1%,2006.csv,2006,0.9991961519191602,0.0008038480808397313
2179,The Host,63365859,26627201,42%,36738658,58%,2013.csv,2013,0.42021368320754554,0.5797863167924544
2180,Dave,63270710,63270710,100%,0,-,1993.csv,1993,1.0,0.0
2181,The Hundred Regiments Offensive,63230000,0,-,63230000,100%,2015.csv,2015,0.0,1.0
2182,Rising Sun,63179523,63179523,100%,0,-,1993.csv,1993,1.0,0.0
2183,Detective Conan: Crimson Love Letter,63144805,0,-,63144805,100%,2017.csv,2017,0.0,1.0
2184,Beavis and Butt-Head Do America,63118386,63118386,100%,0,-,1996.csv,1996,1.0,0.0
2185,Jeepers Creepers 2,63102666,35667218,56.5%,27435448,43.5%,2003.csv,2003,0.5652252156826464,0.43477478431735356
2186,Scent of a Woman,63095253,63095253,100%,0,-,1992.csv,1992,1.0,0.0
2187,The Longest Ride,62944815,37446117,59.5%,25498698,40.5%,2015.csv,2015,0.5949039170263667,0.4050960829736333
2188,Unfriended,62882090,32482090,51.7%,30400000,48.3%,2015.csv,2015,0.5165555088897331,0.4834444911102668
2189,Piglet's Big Movie,62870546,23103423,36.7%,39767123,63.3%,2003.csv,2003,0.36747609922140645,0.6325239007785936
2190,The Mountain Between Us,62832209,30348555,48.3%,32483654,51.7%,2017.csv,2017,0.48300951825519933,0.5169904817448007
2191,The Star,62812974,40852824,65%,21960150,35%,2017.csv,2017,0.65038830990553,0.34961169009446996
2192,Inkheart,62803180,17303424,27.6%,45499756,72.4%,2008.csv,2008,0.27551827789611927,0.7244817221038807
2193,Little Nicholas,62792067,0,-,62792067,100%,2009.csv,2009,0.0,1.0
2194,The Nice Guys,62788218,36261763,57.8%,26526455,42.2%,2016.csv,2016,0.5775249585837904,0.4224750414162097
2195,The Reaping,62771059,25126214,40%,37644845,60%,2007.csv,2007,0.4002834172353218,0.5997165827646782
2196,Beauty and the Beast 2012 3D Release,62767829,47617067,75.9%,15150762,24.1%,2012.csv,2012,0.7586221757008674,0.2413778242991326
2197,Proof of Life,62761005,32598931,51.9%,30162074,48.1%,2000.csv,2000,0.5194137824912141,0.4805862175087859
2198,Devil,62695489,33601190,53.6%,29094299,46.4%,2010.csv,2010,0.5359427055429777,0.46405729445702226
2199,Runner Runner,62675095,19316646,30.8%,43358449,69.2%,2013.csv,2013,0.3082028994132358,0.6917971005867641
2200,Detective Conan: The Bride of Halloween,62658785,0,-,62658785,100%,2022.csv,2022,0.0,1.0
2201,After the Sunset,62657868,28331233,45.2%,34326635,54.8%,2004.csv,2004,0.45215762847213375,0.5478423715278662
2202,The Crying Game,62548947,62548947,100%,0,-,1992.csv,1992,1.0,0.0
2203,How to Be a Latin Lover,62547032,32149404,51.4%,30397628,48.6%,2017.csv,2017,0.5140036700702281,0.4859963299297719
2204,The White Haired Witch of Lunar Kingdom,62515046,0,-,62515046,100%,2014.csv,2014,0.0,1.0
2205,Andhadhun,62475342,1193046,1.9%,61282296,98.1%,2018.csv,2018,0.019096270013215774,0.9809037299867842
2206,Snow Day,62464731,60020107,96.1%,2444624,3.9%,2000.csv,2000,0.9608639313599221,0.03913606864007787
2207,Year One,62357900,43337279,69.5%,19020621,30.5%,2009.csv,2009,0.6949765627129842,0.30502343728701575
2208,Like Mike,62274780,51432760,82.6%,10842020,17.4%,2002.csv,2002,0.8259003082788892,0.17409969172111087
2209,Honey,62228395,30308417,48.7%,31919978,51.3%,2003.csv,2003,0.4870512408362774,0.5129487591637226
2210,28 Days,62198945,37170488,59.8%,25028457,40.2%,2000.csv,2000,0.5976064063466028,0.40239359365339716
2211,47 Meters Down,62187529,44307191,71.2%,17880338,28.8%,2017.csv,2017,0.7124771109654477,0.28752288903455225
2212,Two Brothers,62172050,19176754,30.8%,42995296,69.2%,2004.csv,2004,0.30844654470939914,0.6915534552906009
2213,Captain Corelli's Mandolin,62112895,25543895,41.1%,36569000,58.9%,2001.csv,2001,0.41124946760250025,0.5887505323974997
2214,White Snake,62098770,34730,<0.1%,62064040,99.9%,2019.csv,2019,0.0005592703365944285,0.9994407296634056
2215,Brooklyn,62076141,38322743,61.7%,23753398,38.3%,2015.csv,2015,0.6173506017392415,0.3826493982607585
2216,Snakes on a Plane,62022014,34020814,54.9%,28001200,45.1%,2006.csv,2006,0.5485280436072263,0.4514719563927737
2217,Friday Night Lights,61950770,61255921,98.9%,694849,1.1%,2004.csv,2004,0.9887838520812574,0.011216147918742576
2218,Mousehunt,61917389,61917389,100%,0,-,1997.csv,1997,1.0,0.0
2219,The Imaginarium of Doctor Parnassus,61808775,7689607,12.4%,54119168,87.6%,2009.csv,2009,0.12440963277463435,0.8755903672253657
2220,"Dragon Ball Z: Resurrection ""F""",61768190,8008363,13%,53759827,87%,2015.csv,2015,0.1296518968744268,0.8703481031255732
2221,Valiant,61746888,19478106,31.5%,42268782,68.5%,2005.csv,2005,0.3154508126790131,0.6845491873209869
2222,The 13th Warrior,61698899,32698899,53%,29000000,47%,1999.csv,1999,0.5299754052337303,0.4700245947662697
2223,"Everything, Everything",61621140,34121140,55.4%,27500000,44.6%,2017.csv,2017,0.5537245821807256,0.4462754178192744
2224,Woman in Gold,61619773,33307793,54.1%,28311980,45.9%,2015.csv,2015,0.540537418078447,0.459462581921553
2225,Ninja Assassin,61601280,38122883,61.9%,23478397,38.1%,2009.csv,2009,0.6188651112444417,0.38113488875555834
2226,The Face Reader,61559184,515876,0.8%,61043308,99.2%,2013.csv,2013,0.008380163063889865,0.9916198369361101
2227,Krampus,61548707,42725475,69.4%,18823232,30.6%,2015.csv,2015,0.694173396688902,0.305826603311098
2228,From Up on Poppy Hill,61459425,1002895,1.6%,60456530,98.4%,2011.csv,2011,0.0163180016734618,0.9836819983265382
2229,Bombshell,61404394,31762808,51.7%,29641586,48.3%,2019.csv,2019,0.5172725587032094,0.48272744129679057
2230,A History of Violence,61385065,31504633,51.3%,29880432,48.7%,2005.csv,2005,0.5132296104923894,0.4867703895076107
2231,The Saint,61363304,61363304,100%,0,-,1997.csv,1997,1.0,0.0
2232,Ashfall,61354854,372562,0.6%,60982292,99.4%,2019.csv,2019,0.006072249801132279,0.9939277501988677
2233,Astérix and Obélix: God Save Britannia,61319383,0,-,61319383,100%,2012.csv,2012,0.0,1.0
2234,In Good Company,61315215,45806659,74.7%,15508556,25.3%,2004.csv,2004,0.7470683907738072,0.2529316092261929
2235,The Legend of Hercules,61279452,18848538,30.8%,42430914,69.2%,2013.csv,2013,0.30758333152195944,0.6924166684780406
2236,The Walk,61181942,10137502,16.6%,51044440,83.4%,2014.csv,2014,0.16569434817874856,0.8343056518212515
2237,Doraemon: Great Adventure in the Antarctic Kachi Kochi,61153455,0,-,61153455,100%,2017.csv,2017,0.0,1.0
2238,Crossroads,61141030,37191304,60.8%,23949726,39.2%,2002.csv,2002,0.6082871682076668,0.39171283179233324
2239,My Super Ex-Girlfriend,61108981,22530295,36.9%,38578686,63.1%,2006.csv,2006,0.36869040575230666,0.6313095942476933
2240,Ma,61105672,45896028,75.1%,15209644,24.9%,2019.csv,2019,0.7510927627144007,0.24890723728559927
2241,The Devil's Advocate,60944660,60944660,100%,0,-,1997.csv,1997,1.0,0.0
2242,Marie Antoinette,60917189,15962471,26.2%,44954718,73.8%,2006.csv,2006,0.2620355807947737,0.7379644192052263
2243,Snatched,60845711,45852178,75.4%,14993533,24.6%,2017.csv,2017,0.7535811028652455,0.24641889713475448
2244,Kick-Ass 2,60795985,28795985,47.4%,32000000,52.6%,2013.csv,2013,0.4736494523445915,0.5263505476554085
2245,Zoolander,60780981,45172250,74.3%,15608731,25.7%,2001.csv,2001,0.7431971195068404,0.2568028804931595
2246,127 Hours,60738797,18335230,30.2%,42403567,69.8%,2010.csv,2010,0.301870153931432,0.698129846068568
2247,Taxi 2,60726164,626164,1%,60100000,99%,2000.csv,2000,0.010311272090231156,0.9896887279097688
2248,500 Days of Summer,60722734,32391374,53.3%,28331360,46.7%,2009.csv,2009,0.5334307575808428,0.4665692424191572
2249,The Wild Thornberrys,60694737,40108697,66.1%,20586040,33.9%,2002.csv,2002,0.660826605114048,0.339173394885952
2250,Ron's Gone Wrong,60692022,23009270,37.9%,37682752,62.1%,2021.csv,2021,0.37911523198222,0.62088476801778
2251,Why Did I Get Married Too?,60673972,60095852,99%,578120,1%,2010.csv,2010,0.9904716968257822,0.009528303174217769
2252,Love You Forever,60670799,0,-,60670799,100%,2020.csv,2020,0.0,1.0
2253,What a Beautiful Day,60661950,0,-,60661950,100%,2011.csv,2011,0.0,1.0
2254,The Founding of an Army,60600361,0,-,60600361,100%,2017.csv,2017,0.0,1.0
2255,Jingle All the Way,60592389,60592389,100%,0,-,1996.csv,1996,1.0,0.0
2256,Kiss the Girls,60527873,60527873,100%,0,-,1997.csv,1997,1.0,0.0
2257,Evangelion: 3.0 You Can (Not) Redo,60488344,174945,0.3%,60313399,99.7%,2012.csv,2012,0.002892210109107963,0.997107789890892
2258,21 Grams,60427839,16290476,27%,44137363,73%,2003.csv,2003,0.2695856126842464,0.7304143873157536
2259,Limit of Love: Umizaru,60369589,0,-,60369589,100%,2006.csv,2006,0.0,1.0
2260,The Ghost Writer,60331447,15541549,25.8%,44789898,74.2%,2010.csv,2010,0.2576027888076346,0.7423972111923653
2261,My Little Pony: The Movie,60330833,21885107,36.3%,38445726,63.7%,2017.csv,2017,0.3627516132588456,0.6372483867411544
2262,Secretariat,60321861,59713955,99%,607906,1%,2010.csv,2010,0.9899222936772458,0.0100777063227542
2263,The Insider,60289912,29089912,48.3%,31200000,51.7%,1999.csv,1999,0.48250048863896167,0.5174995113610383
2264,The Perfect Guy,60273173,57027435,94.6%,3245738,5.4%,2015.csv,2015,0.9461495415215655,0.05385045847843451
2265,3 Idiots,60262836,6532874,10.8%,53729962,89.2%,2009.csv,2009,0.10840634848316796,0.891593651516832
2266,The International,60253843,25450527,42.2%,34803316,57.8%,2009.csv,2009,0.42238844416944493,0.5776115558305551
2267,The Cable Guy,60240295,60240295,100%,0,-,1996.csv,1996,1.0,0.0
2268,A Haunted House,60159584,40041683,66.6%,20117901,33.4%,2013.csv,2013,0.6655910885288037,0.33440891147119634
2269,The Crimson Rivers,60094966,594966,1%,59500000,99%,2001.csv,2001,0.009900429929521884,0.9900995700704781
2270,The American President,60079496,60079496,100%,0,-,1995.csv,1995,1.0,0.0
2271,Species,60074103,60074103,100%,0,-,1995.csv,1995,1.0,0.0
2272,Beautiful Creatures,60052138,19452138,32.4%,40600000,67.6%,2013.csv,2013,0.323920823601651,0.676079176398349
2273,Morning Glory,60040976,31011732,51.7%,29029244,48.3%,2010.csv,2010,0.5165094584738262,0.4834905415261737
2274,My Best Summer,60011073,0,-,60011073,100%,2019.csv,2019,0.0,1.0
2275,Forever Young,59981902,149761,0.2%,59832141,99.8%,2015.csv,2015,0.0024967697756566637,0.9975032302243433
2276,Son of the Mask,59981548,17018422,28.4%,42963126,71.6%,2005.csv,2005,0.28372762236813226,0.7162723776318677
2277,Keeping the Faith,59945183,37047880,61.8%,22897303,38.2%,2000.csv,2000,0.6180293085434404,0.3819706914565596
2278,Adrift,59945012,31445012,52.5%,28500000,47.5%,2018.csv,2018,0.5245642790095696,0.47543572099043035
2279,Jungle 2 Jungle,59927618,59927618,100%,0,-,1997.csv,1997,1.0,0.0
2280,Next Friday,59827328,57328603,95.8%,2498725,4.2%,2000.csv,2000,0.9582343874692181,0.04176561253078192
2281,Good Luck Chuck,59768495,35017297,58.6%,24751198,41.4%,2007.csv,2007,0.5858821942898177,0.41411780571018225
2282,Quartet,59520298,18390117,30.9%,41130181,69.1%,2012.csv,2012,0.3089721929819639,0.6910278070180361
2283,The Flintstones in Viva Rock Vegas,59468275,35268275,59.3%,24200000,40.7%,2000.csv,2000,0.5930603334298834,0.4069396665701166
2284,Rock of Ages,59418613,38518613,64.8%,20900000,35.2%,2012.csv,2012,0.6482583664482373,0.35174163355176263
2285,Miss Granny,59396311,234573,0.4%,59161738,99.6%,2015.csv,2015,0.003949285671967069,0.9960507143280329
2286,One Day,59389433,13843771,23.3%,45545662,76.7%,2011.csv,2011,0.23310158559688557,0.7668984144031145
2287,Molly's Game,59284015,28780744,48.5%,30503271,51.5%,2017.csv,2017,0.48547224745152634,0.5145277525484736
2288,Jeepers Creepers,59217789,37904175,64%,21313614,36%,2001.csv,2001,0.6400808885316539,0.3599191114683461
2289,The Devotion of Suspect X,59035664,686435,1.2%,58349229,98.8%,2017.csv,2017,0.011627463019641822,0.9883725369803582
2290,Courage Under Fire,59031057,59031057,100%,0,-,1996.csv,1996,1.0,0.0
2291,The Gift,58978653,43787265,74.2%,15191388,25.8%,2015.csv,2015,0.742425653566554,0.257574346433446
2292,Miss Granny,58940254,0,-,58940254,100%,2014.csv,2014,0.0,1.0
2293,The Story of Us,58900031,27100031,46%,31800000,54%,1999.csv,1999,0.46010215172891844,0.5398978482710816
2294,Far and Away,58883840,58883840,100%,0,-,1992.csv,1992,1.0,0.0
2295,Under the Tuscan Sun,58878723,43610723,74.1%,15268000,25.9%,2003.csv,2003,0.7406873107624974,0.25931268923750267
2296,A Walk Among the Tombstones,58834384,26307600,44.7%,32526784,55.3%,2014.csv,2014,0.44714668891578774,0.5528533110842122
2297,Shock Wave,58815633,0,-,58815633,100%,2017.csv,2017,0.0,1.0
2298,Agent Cody Banks,58795814,47938330,81.5%,10857484,18.5%,2003.csv,2003,0.8153357652298172,0.1846642347701828
2299,"Honey, I Blew Up the Kid",58662452,58662452,100%,0,-,1992.csv,1992,1.0,0.0
2300,Jack,58620973,58620973,100%,0,-,1996.csv,1996,1.0,0.0
2301,HouseSitter,58500635,58500635,100%,0,-,1992.csv,1992,1.0,0.0
2302,Invincible,58480828,57806952,98.8%,673876,1.2%,2006.csv,2006,0.98847697573639,0.011523024263609948
2303,Monster,58469210,34469210,59%,24000000,41%,2003.csv,2003,0.5895275479179555,0.4104724520820445
2304,Death Becomes Her,58422650,58422650,100%,0,-,1992.csv,1992,1.0,0.0
2305,The Tree of Life,58409247,13303319,22.8%,45105928,77.2%,2011.csv,2011,0.22776049484082547,0.7722395051591745
2306,Anastasia,58406347,58406347,100%,0,-,1997.csv,1997,1.0,0.0
2307,Are We Done Yet?,58388068,49662533,85.1%,8725535,14.9%,2007.csv,2007,0.8505596211883565,0.14944037881164352
2308,Cloudy Mountain,58338683,0,-,58338683,100%,2021.csv,2021,0.0,1.0
2309,Beginning of the Great Revival,58309289,151000,0.3%,58158289,99.7%,2011.csv,2011,0.0025896388481087464,0.9974103611518913
2310,Little Nicky,58292295,39464775,67.7%,18827520,32.3%,2000.csv,2000,0.6770152899281114,0.32298471007188856
2311,Must Love Dogs,58231520,43894863,75.4%,14336657,24.6%,2005.csv,2005,0.7537990249953976,0.2462009750046023
2312,Huo guo ying xiong,58106427,779818,1.3%,57326609,98.7%,2016.csv,2016,0.013420511985705126,0.9865794880142948
2313,L.O.R.D: Legend of Ravaging Dynasties,58089494,350456,0.6%,57739038,99.4%,2016.csv,2016,0.0060330358532646195,0.9939669641467354
2314,Doom,58072119,28212337,48.6%,29859782,51.4%,2005.csv,2005,0.4858155253470258,0.5141844746529741
2315,Demolition Man,58055768,58055768,100%,0,-,1993.csv,1993,1.0,0.0
2316,The Eye,58010320,31418697,54.2%,26591623,45.8%,2008.csv,2008,0.5416053040217672,0.45839469597823285
2317,Bowling for Columbine,58008423,21576018,37.2%,36432405,62.8%,2002.csv,2002,0.3719462947648137,0.6280537052351862
2318,Sky Captain and the World of Tomorrow,57947036,37762677,65.2%,20184359,34.8%,2004.csv,2004,0.6516757302306195,0.3483242697693804
2319,Aliens in the Attic,57881056,25200412,43.5%,32680644,56.5%,2009.csv,2009,0.4353827269495567,0.5646172730504433
2320,Snitch,57824674,42930462,74.2%,14894212,25.8%,2013.csv,2013,0.7424246265530179,0.25757537344698217
2321,Dolphin Tale 2,57824533,42024533,72.7%,15800000,27.3%,2014.csv,2014,0.7267595745217692,0.27324042547823085
2322,Nine Lives,57814445,19700032,34.1%,38114413,65.9%,2016.csv,2016,0.3407458464748732,0.6592541535251268
2323,Heartbreakers,57756408,40336607,69.8%,17419801,30.2%,2001.csv,2001,0.6983918909915589,0.3016081090084411
2324,That's My Boy,57719093,36931089,64%,20788004,36%,2012.csv,2012,0.6398418110970663,0.3601581889029337
2325,Avatar 2021 Re-release,57700000,0,-,57700000,100%,2021.csv,2021,0.0,1.0
2326,Cellular,57678321,32003620,55.5%,25674701,44.5%,2004.csv,2004,0.5548639323256306,0.44513606767436936
2327,The Motorcycle Diaries,57663224,16781387,29.1%,40881837,70.9%,2004.csv,2004,0.2910240849523086,0.7089759150476914
2328,Goldbuster,57628292,186135,0.3%,57442157,99.7%,2017.csv,2017,0.0032299239408310073,0.996770076059169
2329,Ready or Not,57615777,28714231,49.8%,28901546,50.2%,2019.csv,2019,0.4983744469852416,0.5016255530147584
2330,Drumline,57588485,56399184,97.9%,1189301,2.1%,2002.csv,2002,0.9793482846440569,0.02065171535594312
2331,Derailed,57479076,36024076,62.7%,21455000,37.3%,2005.csv,2005,0.6267337352465443,0.3732662647534557
2332,The Mist,57470220,25594957,44.5%,31875263,55.5%,2007.csv,2007,0.4453603448881873,0.5546396551118127
2333,Seven Dwarves,57410311,0,-,57410311,100%,2004.csv,2004,0.0,1.0
2334,The Specialist,57362582,57362582,100%,0,-,1994.csv,1994,1.0,0.0
2335,Sister Act 2: Back in the Habit,57319029,57319029,100%,0,-,1993.csv,1993,1.0,0.0
2336,The Physician,57284237,0,-,57284237,100%,2013.csv,2013,0.0,1.0
2337,Smokin' Aces,57232879,35787686,62.5%,21445193,37.5%,2007.csv,2007,0.6252994192376728,0.3747005807623272
2338,Walking Tall,57223890,46437717,81.2%,10786173,18.8%,2004.csv,2004,0.8115092664969124,0.18849073350308762
2339,Prom Night,57197876,43869350,76.7%,13328526,23.3%,2008.csv,2008,0.766975158308326,0.233024841691674
2340,She's the Man,57194667,33741133,59%,23453534,41%,2006.csv,2006,0.5899349497043143,0.4100650502956858
2341,Jade Dynasty,57149764,0,-,57149764,100%,2019.csv,2019,0.0,1.0
2342,Unlawful Entry,57138719,57138719,100%,0,-,1992.csv,1992,1.0,0.0
2343,Beethoven,57114049,57114049,100%,0,-,1992.csv,1992,1.0,0.0
2344,Killer Elite,57084522,25124966,44%,31959556,56%,2011.csv,2011,0.44013622466699465,0.5598637753330054
2345,Gekijouban Tenpesuto 3D,57082491,0,-,57082491,100%,2011.csv,2011,0.0,1.0
2346,The 15:17 to Paris,57076286,36276286,63.6%,20800000,36.4%,2018.csv,2018,0.6355754472181319,0.36442455278186814
2347,The Descent,57051053,26024456,45.6%,31026597,54.4%,2005.csv,2005,0.45616083545381714,0.5438391645461829
2348,All the Money in the World,56996304,25113707,44.1%,31882597,55.9%,2017.csv,2017,0.44061992160053043,0.5593800783994696
2349,Elektra,56995646,24409722,42.8%,32585924,57.2%,2005.csv,2005,0.4282734509229003,0.5717265490770996
2350,Lake Placid,56870414,31770414,55.9%,25100000,44.1%,1999.csv,1999,0.5586457309770947,0.4413542690229053
2351,Zoolander 2,56722693,28848693,50.9%,27874000,49.1%,2016.csv,2016,0.5085917377018754,0.4914082622981247
2352,Murder by Numbers,56714147,31945749,56.3%,24768398,43.7%,2002.csv,2002,0.5632765489711059,0.4367234510288941
2353,A Civil Action,56709981,56709981,100%,0,-,1998.csv,1998,1.0,0.0
2354,Into the Wild,56674477,18354356,32.4%,38320121,67.6%,2007.csv,2007,0.32385576315066833,0.6761442368493317
2355,You Are My Sunshine,56640000,0,-,56640000,100%,2015.csv,2015,0.0,1.0
2356,Clueless,56631572,56631572,100%,0,-,1995.csv,1995,1.0,0.0
2357,Das perfekte Geheimnis,56573047,0,-,56573047,100%,2019.csv,2019,0.0,1.0
2358,Executive Decision,56569216,56569216,100%,0,-,1996.csv,1996,1.0,0.0
2359,Tombstone,56505065,56505065,100%,0,-,1993.csv,1993,1.0,0.0
2360,Cradle 2 the Grave,56489558,34712347,61.4%,21777211,38.6%,2003.csv,2003,0.6144913897184325,0.3855086102815674
2361,The Big Sick,56411585,42873127,76%,13538458,24%,2017.csv,2017,0.7600057151381228,0.2399942848618772
2362,Vicky the Viking,56390258,0,-,56390258,100%,2009.csv,2009,0.0,1.0
2363,15 Minutes,56359980,24403552,43.3%,31956428,56.7%,2001.csv,2001,0.43299433392275866,0.5670056660772413
2364,Lucky Number Slevin,56308881,22495466,40%,33813415,60%,2006.csv,2006,0.3995012083440266,0.6004987916559734
2365,Frida,56298474,25885000,46%,30413474,54%,2002.csv,2002,0.4597815564237141,0.5402184435762859
2366,A or B,56239049,0,-,56239049,100%,2018.csv,2018,0.0,1.0
2367,Primal Fear,56116183,56116183,100%,0,-,1996.csv,1996,1.0,0.0
2368,Eastern Promises,56106607,17266000,30.8%,38840607,69.2%,2007.csv,2007,0.30773559342128814,0.6922644065787118
2369,Nezha Reborn,56088478,0,-,56088478,100%,2021.csv,2021,0.0,1.0
2370,Kicking & Screaming,56070433,52842724,94.2%,3227709,5.8%,2005.csv,2005,0.9424347409623178,0.05756525903768212
2371,The Big Shot,56040681,0,-,56040681,100%,2019.csv,2019,0.0,1.0
2372,Remember Me,56032889,19068240,34%,36964649,66%,2010.csv,2010,0.3403044237108674,0.6596955762891327
2373,The Odd Life of Timothy Green,56012642,51854875,92.6%,4157767,7.4%,2012.csv,2012,0.9257709179295631,0.07422908207043688
2374,"Definitely, Maybe",55990299,32241649,57.6%,23748650,42.4%,2008.csv,2008,0.5758434867440161,0.42415651325598386
2375,Gongjo,55972241,475618,0.8%,55496623,99.2%,2017.csv,2017,0.008497390697649572,0.9915026093023505
2376,Forever Young,55956187,55956187,100%,0,-,1992.csv,1992,1.0,0.0
2377,Under the Sea 3D,55902624,36262926,64.9%,19639698,35.1%,2009.csv,2009,0.6486802122204496,0.35131978777955036
2378,Tyler Perry's Why Did I Get Married?,55862886,55204525,98.8%,658361,1.2%,2007.csv,2007,0.9882146976796007,0.011785302320399272
2379,Firestorm,55754766,0,-,55754766,100%,2013.csv,2013,0.0,1.0
2380,Dallas Buyers Club,55736588,27298285,49%,28438303,51%,2013.csv,2013,0.4897731630073947,0.5102268369926053
2381,Jurassic World: Dominion,55723000,0,-,55723000,100%,2022.csv,2022,0.0,1.0
2382,Dragonball Evolution,55720772,9362785,16.8%,46357987,83.2%,2009.csv,2009,0.16803042499124024,0.8319695750087598
2383,Pay It Forward,55707411,33519628,60.2%,22187783,39.8%,2000.csv,2000,0.6017085949300355,0.3982914050699646
2384,Nobody,55705035,27568035,49.5%,28137000,50.5%,2021.csv,2021,0.4948930558970118,0.5051069441029882
2385,All Eyez on Me,55668698,44922302,80.7%,10746396,19.3%,2017.csv,2017,0.806958014358446,0.1930419856415539
2386,The Irony of Fate 2,55639741,0,-,55639741,100%,2007.csv,2007,0.0,1.0
2387,Cop Out,55611001,44875481,80.7%,10735520,19.3%,2010.csv,2010,0.8069533040773713,0.19304669592262869
2388,The Lizzie McGuire Movie,55534455,42734455,77%,12800000,23%,2003.csv,2003,0.7695124585268731,0.23048754147312692
2389,Out of Time,55495563,41088845,74%,14406718,26%,2003.csv,2003,0.7403987414273101,0.25960125857268984
2390,Great Expectations,55494066,26420672,47.6%,29073394,52.4%,1998.csv,1998,0.4760990481396696,0.5239009518603305
2391,Alien³,55473545,55473545,100%,0,-,1992.csv,1992,1.0,0.0
2392,Spanglish,55470154,42726869,77%,12743285,23%,2004.csv,2004,0.7702677191053048,0.2297322808946952
2393,Lawless,55404159,37400127,67.5%,18004032,32.5%,2012.csv,2012,0.6750418682467502,0.3249581317532498
2394,What Dreams May Come,55382927,55382927,100%,0,-,1998.csv,1998,1.0,0.0
2395,Silent Hill: Revelation,55362705,17529157,31.7%,37833548,68.3%,2011.csv,2011,0.31662392579986837,0.6833760742001317
2396,Waking Ned Devine,55257450,24792251,44.9%,30465199,55.1%,1998.csv,1998,0.4486680257594225,0.5513319742405776
2397,Rugrats Go Wild,55250496,39402572,71.3%,15847924,28.7%,2003.csv,2003,0.7131623216558997,0.2868376783441003
2398,Extremely Loud & Incredibly Close,55247881,31847881,57.6%,23400000,42.4%,2011.csv,2011,0.5764543440136646,0.4235456559863355
2399,The Ant Bully,55181129,28142535,51%,27038594,49%,2006.csv,2006,0.5100028852254908,0.48999711477450925
2400,The Mothman Prophecies,55157539,35746370,64.8%,19411169,35.2%,2002.csv,2002,0.6480776816384066,0.3519223183615933
2401,End of Watch,55078146,41003371,74.4%,14074775,25.6%,2012.csv,2012,0.744458083247755,0.2555419167522451
2402,Hellboy,55064690,21903748,39.8%,33160942,60.2%,2019.csv,2019,0.39778209956325916,0.6022179004367408
2403,Halloween H20: 20 Years Later,55041738,55041738,100%,0,-,1998.csv,1998,1.0,0.0
2404,We Own the Night,55033767,28563179,51.9%,26470588,48.1%,2007.csv,2007,0.5190118822867422,0.4809881177132578
2405,Barbershop: The Next Cut,55030051,54030051,98.2%,1000000,1.8%,2016.csv,2016,0.9818281106081476,0.018171889391852464
2406,Veda - Atatürk,55024621,0,-,55024621,100%,2010.csv,2010,0.0,1.0
2407,The Messengers,55010659,35374833,64.3%,19635826,35.7%,2007.csv,2007,0.6430541579223764,0.35694584207762353
