Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year,Domestic %,Foreign %
5703,The Outfit,3866201,3344040,86.5%,522161,13.5%,2022.csv,2022,0.8649420969059808,0.13505790309401916
5704,Saunkan Saunkne,3823337,0,-,3823337,100%,2022.csv,2022,0.0,1.0
5705,Breaking the Waves,3803298,3803298,100%,0,-,1996.csv,1996,1.0,0.0
5706,Bound,3802260,3802260,100%,0,-,1996.csv,1996,1.0,0.0
5707,Barb Wire,3793614,3793614,100%,0,-,1996.csv,1996,1.0,0.0
5708,Jimmy Hollywood,3783003,3783003,100%,0,-,1994.csv,1994,1.0,0.0
5709,Beautiful Minds,3776318,0,-,3776318,100%,2022.csv,2022,0.0,1.0
5710,Un Autre Monde,3755279,0,-,3755279,100%,2022.csv,2022,0.0,1.0
5711,"Lock, Stock and Two Smoking Barrels",3753929,3753929,100%,0,-,1999.csv,1999,1.0,0.0
5712,Up at the Villa,3740113,2933161,78.4%,806952,21.6%,2000.csv,2000,0.7842439519875469,0.2157560480124531
5713,Family Camp,3738538,3738538,100%,0,-,2022.csv,2022,1.0,0.0
5714,Liberty Heights,3736868,3736868,100%,0,-,1999.csv,1999,1.0,0.0
5715,White Man's Burden,3734870,3734870,100%,0,-,1995.csv,1995,1.0,0.0
5716,Born to Be Wild,3730409,3730409,100%,0,-,1995.csv,1995,1.0,0.0
5717,The Big Kahuna,3728888,3165544,84.9%,563344,15.1%,2000.csv,2000,0.8489243978365668,0.1510756021634332
5718,The Gun in Betty Lou's Handbag,3721911,3721911,100%,0,-,1992.csv,1992,1.0,0.0
5719,The Governess,3719509,3719509,100%,0,-,1998.csv,1998,1.0,0.0
5720,Original Gangstas,3718087,3718087,100%,0,-,1996.csv,1996,1.0,0.0
5721,Desperate for Marriage,3707933,0,-,3707933,100%,2022.csv,2022,0.0,1.0
5722,King,3699414,0,-,3699414,100%,2022.csv,2022,0.0,1.0
5723,The Portrait of a Lady,3692836,3692836,100%,0,-,1996.csv,1996,1.0,0.0
5724,Lost Highway,3675201,3675201,100%,0,-,1997.csv,1997,1.0,0.0
5725,Bad Company,3674841,3674841,100%,0,-,1995.csv,1995,1.0,0.0
5726,Cabin Boy,3662459,3662459,100%,0,-,1994.csv,1994,1.0,0.0
5727,Naked Truth,3628553,0,-,3628553,100%,2022.csv,2022,0.0,1.0
5728,The Trigger Effect,3622979,3622979,100%,0,-,1996.csv,1996,1.0,0.0
5729,8 Heads in a Duffel Bag,3602884,3602884,100%,0,-,1997.csv,1997,1.0,0.0
5730,Disobedient,3601801,0,-,3601801,100%,2022.csv,2022,0.0,1.0
5731,The Pest,3600616,3600616,100%,0,-,1997.csv,1997,1.0,0.0
5732,Three Colors: Red,3581969,3581969,100%,0,-,1994.csv,1994,1.0,0.0
5733,Special Delivery,3581156,0,-,3581156,100%,2022.csv,2022,0.0,1.0
5734,Major League: Back to the Minors,3572443,3572443,100%,0,-,1998.csv,1998,1.0,0.0
5735,Between Two Worlds,3566973,0,-,3566973,100%,2022.csv,2022,0.0,1.0
5736,Cats Don't Dance,3566637,3566637,100%,0,-,1997.csv,1997,1.0,0.0
5737,New Jersey Drive,3565508,3565508,100%,0,-,1995.csv,1995,1.0,0.0
5738,Tom and Jerry: The Movie,3560469,3560469,100%,0,-,1993.csv,1993,1.0,0.0
5739,Price of Glory,3548556,3440228,96.9%,108328,3.1%,2000.csv,2000,0.9694726531017124,0.030527346898287643
5740,'Til There Was You,3525125,3525125,100%,0,-,1997.csv,1997,1.0,0.0
5741,Jeffrey,3487767,3487767,100%,0,-,1995.csv,1995,1.0,0.0
5742,Moll Flanders,3486957,3486957,100%,0,-,1996.csv,1996,1.0,0.0
5743,Artek: Bolshoe puteshestvie,3446947,0,-,3446947,100%,2022.csv,2022,0.0,1.0
5744,Free Willy 3: The Rescue,3446539,3446539,100%,0,-,1997.csv,1997,1.0,0.0
5745,A Simple Twist of Fate,3430583,3430583,100%,0,-,1994.csv,1994,1.0,0.0
5746,Belli ciao,3423873,0,-,3423873,100%,2022.csv,2022,0.0,1.0
5747,Father Hood,3418141,3418141,100%,0,-,1993.csv,1993,1.0,0.0
5748,Angels and Insects,3414301,3414301,100%,0,-,1996.csv,1996,1.0,0.0
5749,Gunmen,3411885,3411885,100%,0,-,1994.csv,1994,1.0,0.0
5750,Next Stop Wonderland,3395581,3395581,100%,0,-,1998.csv,1998,1.0,0.0
5751,The MatchMaker,3392080,3392080,100%,0,-,1997.csv,1997,1.0,0.0
5752,Blue Sky,3359465,3359465,100%,0,-,1994.csv,1994,1.0,0.0
5753,Squanto: A Warrior's Tale,3342223,3342223,100%,0,-,1994.csv,1994,1.0,0.0
5754,My Boyfriend's Back,3335984,3335984,100%,0,-,1993.csv,1993,1.0,0.0
5755,A Smile Like Yours,3330352,3330352,100%,0,-,1997.csv,1997,1.0,0.0
5756,Fireheart,3329070,0,-,3329070,100%,2022.csv,2022,0.0,1.0
5757,Fifty,3328240,3328240,100%,0,-,1999.csv,1999,1.0,0.0
5758,Carpool,3325651,3325651,100%,0,-,1996.csv,1996,1.0,0.0
5759,Screen Two: The Snapper,3323524,3323524,100%,0,-,1993.csv,1993,1.0,0.0
5760,Elvis Gratton II: Miracle à Memphis,3316272,3316272,100%,0,-,1999.csv,1999,1.0,0.0
5761,Train of Life,3311162,98687,3%,3212475,97%,1999.csv,1999,0.029804340591007023,0.970195659408993
5762,Mrs Dalloway,3309421,3309421,100%,0,-,1998.csv,1998,1.0,0.0
5763,Happily Ever After,3299382,3299382,100%,0,-,1993.csv,1993,1.0,0.0
5764,The Glass Shield,3291163,3291163,100%,0,-,1995.csv,1995,1.0,0.0
5765,Only the Strong,3283371,3283371,100%,0,-,1993.csv,1993,1.0,0.0
5766,Romeo Is Bleeding,3275585,3275585,100%,0,-,1994.csv,1994,1.0,0.0
5767,Gangubai Kathiawadi,3271210,592000,18.1%,2679210,81.9%,2022.csv,2022,0.1809727898850884,0.8190272101149116
5768,Mi vida loca,3267313,3267313,100%,0,-,1994.csv,1994,1.0,0.0
5769,Etharkkum Thunindhavan,3266724,0,-,3266724,100%,2022.csv,2022,0.0,1.0
5770,The Sweet Hereafter,3263585,3263585,100%,0,-,1997.csv,1997,1.0,0.0
5771,Ox-Head Village,3250402,0,-,3250402,100%,2022.csv,2022,0.0,1.0
5772,Splitting Heirs,3246063,3246063,100%,0,-,1993.csv,1993,1.0,0.0
5773,Carrington,3242342,3242342,100%,0,-,1995.csv,1995,1.0,0.0
5774,Heropanti 2,3235970,0,-,3235970,100%,2022.csv,2022,0.0,1.0
5775,Gun Shy,3221280,1638202,50.9%,1583078,49.1%,2000.csv,2000,0.5085562260964586,0.49144377390354144
5776,Pi,3221152,3221152,100%,0,-,1998.csv,1998,1.0,0.0
5777,Traces of Red,3206714,3206714,100%,0,-,1992.csv,1992,1.0,0.0
5778,The Limey,3204663,3204663,100%,0,-,1999.csv,1999,1.0,0.0
5779,Silent Fall,3180674,3180674,100%,0,-,1994.csv,1994,1.0,0.0
5780,Beautiful,3169930,3157348,99.6%,12582,0.4%,2000.csv,2000,0.996030827179149,0.003969172820850933
5781,Clerks,3151130,3151130,100%,0,-,1994.csv,1994,1.0,0.0
5782,Steal Big Steal Little,3150170,3150170,100%,0,-,1995.csv,1995,1.0,0.0
5783,Jana Gana Mana,3135150,0,-,3135150,100%,2022.csv,2022,0.0,1.0
5784,The Favor,3134381,3134381,100%,0,-,1994.csv,1994,1.0,0.0
5785,Mr. Wonderful,3125424,3125424,100%,0,-,1993.csv,1993,1.0,0.0
5786,Feeling Minnesota,3124440,3124440,100%,0,-,1996.csv,1996,1.0,0.0
5787,Jawbreaker,3117085,3117085,100%,0,-,1999.csv,1999,1.0,0.0
5788,K2,3106559,3106559,100%,0,-,1992.csv,1992,1.0,0.0
5789,Blame It on the Bellboy,3104545,3104545,100%,0,-,1992.csv,1992,1.0,0.0
5790,Death and the Maiden,3103716,3103716,100%,0,-,1994.csv,1994,1.0,0.0
5791,Tous les matins du monde,3089497,3089497,100%,0,-,1992.csv,1992,1.0,0.0
5792,The Public Eye,3067917,3067917,100%,0,-,1992.csv,1992,1.0,0.0
5793,Princess Caraboo,3062530,3062530,100%,0,-,1994.csv,1994,1.0,0.0
5794,CrissCross,3052738,3052738,100%,0,-,1992.csv,1992,1.0,0.0
5795,Heavenly Creatures,3049135,3049135,100%,0,-,1994.csv,1994,1.0,0.0
5796,I Want To Know Your Parents,3047523,0,-,3047523,100%,2022.csv,2022,0.0,1.0
5797,Le temps des secrets,3047202,0,-,3047202,100%,2022.csv,2022,0.0,1.0
5798,Crumb,3041083,3041083,100%,0,-,1995.csv,1995,1.0,0.0
5799,China Moon,3038499,3038499,100%,0,-,1994.csv,1994,1.0,0.0
5800,The Grandmother,3029310,0,-,3029310,100%,2022.csv,2022,0.0,1.0
5801,The Last Days of Disco,3020601,3020601,100%,0,-,1998.csv,1998,1.0,0.0
5802,Hot Blooded,3011684,0,-,3011684,100%,2022.csv,2022,0.0,1.0
5803,Basquiat,3011195,3011195,100%,0,-,1996.csv,1996,1.0,0.0
5804,Isn't She Great,3003296,2962465,98.6%,40831,1.4%,2000.csv,2000,0.9864046034756481,0.013595396524351912
5805,Studio 666,2999769,2513963,83.8%,485806,16.2%,2022.csv,2022,0.8380521966858114,0.16194780331418854
5806,Happiness,2982011,2982011,100%,0,-,1998.csv,1998,1.0,0.0
5807,Love! Valour! Compassion!,2977807,2977807,100%,0,-,1997.csv,1997,1.0,0.0
5808,The Young Lovers,2955577,0,-,2955577,100%,2022.csv,2022,0.0,1.0
5809,Extremely Easy Job,2947585,0,-,2947585,100%,2022.csv,2022,0.0,1.0
5810,Love Stinks,2924635,2924635,100%,0,-,1999.csv,1999,1.0,0.0
5811,Waiting for Guffman,2923982,2923982,100%,0,-,1997.csv,1997,1.0,0.0
5812,This Is My Life,2922094,2922094,100%,0,-,1992.csv,1992,1.0,0.0
5813,Cradle Will Rock,2903404,2903404,100%,0,-,1999.csv,1999,1.0,0.0
5814,XxxHolic,2882403,0,-,2882403,100%,2022.csv,2022,0.0,1.0
5815,Unzipped,2875086,2875086,100%,0,-,1995.csv,1995,1.0,0.0
5816,No More School,2870533,0,-,2870533,100%,2000.csv,2000,0.0,1.0
5817,eXistenZ,2856712,2856712,100%,0,-,1999.csv,1999,1.0,0.0
5818,Chia Khoa Tram Ty,2851565,0,-,2851565,100%,2022.csv,2022,0.0,1.0
5819,Airborne,2850263,2850263,100%,0,-,1993.csv,1993,1.0,0.0
5820,The Judas Project,2850135,2850135,100%,0,-,1993.csv,1993,1.0,0.0
5821,Othello,2844379,2844379,100%,0,-,1995.csv,1995,1.0,0.0
5822,La brigade,2833657,0,-,2833657,100%,2022.csv,2022,0.0,1.0
5823,The Perez Family,2832826,2832826,100%,0,-,1995.csv,1995,1.0,0.0
5824,Reservoir Dogs,2832029,2832029,100%,0,-,1992.csv,1992,1.0,0.0
5825,What to Do with the Dead Kaiju?,2827966,0,-,2827966,100%,2022.csv,2022,0.0,1.0
5826,The Power of One,2827107,2827107,100%,0,-,1992.csv,1992,1.0,0.0
5827,Seventeen Power of Love,2823989,0,-,2823989,100%,2022.csv,2022,0.0,1.0
5828,Unforgettable,2821671,2821671,100%,0,-,1996.csv,1996,1.0,0.0
5829,Newsies,2819485,2819485,100%,0,-,1992.csv,1992,1.0,0.0
5830,The Hudsucker Proxy,2816518,2816518,100%,0,-,1994.csv,1994,1.0,0.0
5831,Map of the Human Heart,2806881,2806881,100%,0,-,1993.csv,1993,1.0,0.0
5832,In the Company of Men,2804473,2804473,100%,0,-,1997.csv,1997,1.0,0.0
5833,Year of the Comet,2791515,2791515,100%,0,-,1992.csv,1992,1.0,0.0
5834,When We Were Kings,2789985,2789985,100%,0,-,1996.csv,1996,1.0,0.0
5835,Hexed,2786807,2786807,100%,0,-,1993.csv,1993,1.0,0.0
5836,Eingeschlossene Gesellschaft,2773478,0,-,2773478,100%,2022.csv,2022,0.0,1.0
5837,The Glance of Music,2768401,0,-,2768401,100%,2022.csv,2022,0.0,1.0
5838,Dr. Jekyll and Ms. Hyde,2763020,2763020,100%,0,-,1995.csv,1995,1.0,0.0
5839,Flickering Lights,2760019,0,-,2760019,100%,2000.csv,2000,0.0,1.0
5840,Freeriders,2750064,2750064,100%,0,-,1998.csv,1998,1.0,0.0
5841,Shadows and Fog,2735731,2735731,100%,0,-,1992.csv,1992,1.0,0.0
5842,The Color of Paradise,2724595,1817216,66.7%,907379,33.3%,2000.csv,2000,0.6669673841433313,0.3330326158566686
5843,The Show,2702578,2702578,100%,0,-,1995.csv,1995,1.0,0.0
5844,The Scout,2694234,2694234,100%,0,-,1994.csv,1994,1.0,0.0
5845,Heart of Oak,2693390,0,-,2693390,100%,2022.csv,2022,0.0,1.0
5846,Richard III,2684904,2684904,100%,0,-,1995.csv,1995,1.0,0.0
5847,¡Qué Despadre!,2681505,0,-,2681505,100%,2022.csv,2022,0.0,1.0
5848,Magic in the Water,2680717,2680717,100%,0,-,1995.csv,1995,1.0,0.0
5849,Crash,2664812,2664812,100%,0,-,1996.csv,1996,1.0,0.0
5850,Kids in the Hall: Brain Candy,2654308,2654308,100%,0,-,1996.csv,1996,1.0,0.0
5851,The Mighty,2652246,2652246,100%,0,-,1998.csv,1998,1.0,0.0
5852,One Night Stand,2642983,2642983,100%,0,-,1997.csv,1997,1.0,0.0
5853,God's Army,2637726,2637726,100%,0,-,2000.csv,2000,1.0,0.0
5854,The Wannabes,2627605,0,-,2627605,100%,2022.csv,2022,0.0,1.0
5855,Raise the Red Lantern,2603061,2603061,100%,0,-,1992.csv,1992,1.0,0.0
5856,But I'm a Cheerleader,2595216,2205627,85%,389589,15%,2000.csv,2000,0.849881859544639,0.15011814045536095
5857,Love and Death on Long Island,2581012,2581012,100%,0,-,1998.csv,1998,1.0,0.0
5858,Brassed Off,2576331,2576331,100%,0,-,1997.csv,1997,1.0,0.0
5859,Calendar Girl,2570550,2570550,100%,0,-,1993.csv,1993,1.0,0.0
5860,Vietnamese Horror Story,2569119,0,-,2569119,100%,2022.csv,2022,0.0,1.0
5861,The Cure,2568425,2568425,100%,0,-,1995.csv,1995,1.0,0.0
5862,The Phantom of the Open,2550485,25577,1%,2524908,99%,2022.csv,2022,0.010028288737240171,0.9899717112627598
5863,Promises,2533430,0,-,2533430,100%,2022.csv,2022,0.0,1.0
5864,Aces: Iron Eagle III,2517600,2517600,100%,0,-,1992.csv,1992,1.0,0.0
5865,Corro da te,2510224,0,-,2510224,100%,2022.csv,2022,0.0,1.0
5866,Red Rock West,2502551,2502551,100%,0,-,1994.csv,1994,1.0,0.0
5867,The Stupids,2491989,2491989,100%,0,-,1996.csv,1996,1.0,0.0
5868,Moonlight and Valentino,2484226,2484226,100%,0,-,1995.csv,1995,1.0,0.0
5869,Jefferson in Paris,2473668,2473668,100%,0,-,1995.csv,1995,1.0,0.0
5870,Afterglow,2465960,2465960,100%,0,-,1997.csv,1997,1.0,0.0
5871,Bamboozled,2463650,2274979,92.3%,188671,7.7%,2000.csv,2000,0.9234180991618127,0.07658190083818724
5872,Tonbi,2442782,0,-,2442782,100%,2022.csv,2022,0.0,1.0
5873,Son of the Pink Panther,2438031,2438031,100%,0,-,1993.csv,1993,1.0,0.0
5874,If Lucy Fell,2420162,2420162,100%,0,-,1996.csv,1996,1.0,0.0
5875,Costa!!,2416807,0,-,2416807,100%,2022.csv,2022,0.0,1.0
5876,Career Girls,2416734,2416734,100%,0,-,1997.csv,1997,1.0,0.0
5877,Flirting,2415396,2415396,100%,0,-,1992.csv,1992,1.0,0.0
5878,Lawnmower Man 2: Beyond Cyberspace,2409225,2409225,100%,0,-,1996.csv,1996,1.0,0.0
5879,Kalifornia,2395231,2395231,100%,0,-,1993.csv,1993,1.0,0.0
5880,Backbeat,2392589,2392589,100%,0,-,1994.csv,1994,1.0,0.0
5881,The Basketball Diaries,2381087,2381087,100%,0,-,1995.csv,1995,1.0,0.0
5882,Buffalo '66,2375097,2375097,100%,0,-,1998.csv,1998,1.0,0.0
5883,Smilla's Sense of Snow,2372903,2372903,100%,0,-,1997.csv,1997,1.0,0.0
5884,The Pillow Book,2372744,2372744,100%,0,-,1997.csv,1997,1.0,0.0
5885,Double Dragon,2341309,2341309,100%,0,-,1994.csv,1994,1.0,0.0
5886,To Live,2332728,2332728,100%,0,-,1994.csv,1994,1.0,0.0
5887,Dreaming of the Meridian Arc,2324739,0,-,2324739,100%,2022.csv,2022,0.0,1.0
5888,East/West,2321029,2321029,100%,0,-,2000.csv,2000,1.0,0.0
5889,Cherry Magic! Thirty Years Of Virginity Can Make You A Wizard?!: The Movie,2318579,0,-,2318579,100%,2022.csv,2022,0.0,1.0
5890,Shadow Conspiracy,2312463,2312463,100%,0,-,1997.csv,1997,1.0,0.0
5891,A Good Man in Africa,2308390,2308390,100%,0,-,1994.csv,1994,1.0,0.0
5892,Burnt by the Sun,2302338,2302338,100%,0,-,1995.csv,1995,1.0,0.0
5893,Mark Twain's America in,2297096,2297096,100%,0,-,1998.csv,1998,1.0,0.0
5894,Once Upon a Time... When We Were Colored,2291255,2291255,100%,0,-,1996.csv,1996,1.0,0.0
5895,Love Crimes,2287928,2287928,100%,0,-,1992.csv,1992,1.0,0.0
5896,Ensemble Stars!! Road to Show!!,2287844,0,-,2287844,100%,2022.csv,2022,0.0,1.0
5897,Dancing at Lughnasa,2287818,2287818,100%,0,-,1998.csv,1998,1.0,0.0
5898,Snowriders II,2287639,2287639,100%,0,-,1997.csv,1997,1.0,0.0
5899,Ténor,2284140,0,-,2284140,100%,2022.csv,2022,0.0,1.0
5900,Hav Plenty,2284034,2284034,100%,0,-,1998.csv,1998,1.0,0.0
5901,Pecker,2281761,2281761,100%,0,-,1998.csv,1998,1.0,0.0
5902,Noises Off...,2280148,2280148,100%,0,-,1992.csv,1992,1.0,0.0
5903,A Brief History of Time,2279692,2279692,100%,0,-,1992.csv,1992,1.0,0.0
5904,Palermo-Milan One Way,2269305,0,-,2269305,100%,1996.csv,1996,0.0,1.0
5905,Leprechaun 2,2260622,2260622,100%,0,-,1994.csv,1994,1.0,0.0
5906,Touch of Evil 1998 Re-release,2247465,2247465,100%,0,-,1998.csv,1998,1.0,0.0
5907,Umma,2232593,2121025,95%,111568,5%,2022.csv,2022,0.9500276136313247,0.04997238636867535
5908,Autumn Tale,2215467,2205339,99.5%,10128,0.5%,1999.csv,1999,0.9954285033358655,0.004571496664134469
5909,The Incredibly True Adventure of Two Girls in Love,2210408,2210408,100%,0,-,1995.csv,1995,1.0,0.0
5910,The Beatles: Get Back - The Rooftop Concert,2209986,976712,44.2%,1233274,55.8%,2022.csv,2022,0.44195393092987917,0.5580460690701208
5911,The Impostors,2198044,2198044,100%,0,-,1998.csv,1998,1.0,0.0
5912,Tajemství staré bambitky 2,2195542,0,-,2195542,100%,2022.csv,2022,0.0,1.0
5913,Wild Bill,2193982,2193982,100%,0,-,1995.csv,1995,1.0,0.0
5914,Chinese Box,2178160,2178160,100%,0,-,1998.csv,1998,1.0,0.0
5915,Tarzan and the Lost City,2172941,2172941,100%,0,-,1998.csv,1998,1.0,0.0
5916,The Nan Movie,2167020,0,-,2167020,100%,2022.csv,2022,0.0,1.0
5917,A Dog of Flanders,2165637,2165637,100%,0,-,1999.csv,1999,1.0,0.0
5918,Around the World in 80 Days,2164782,0,-,2164782,100%,2022.csv,2022,0.0,1.0
5919,Ma vie en rose,2162043,2162043,100%,0,-,1997.csv,1997,1.0,0.0
5920,Limbo,2160710,2160710,100%,0,-,1999.csv,1999,1.0,0.0
5921,Krylya nad Berlinom,2160303,0,-,2160303,100%,2022.csv,2022,0.0,1.0
5922,Wilde,2158775,2158775,100%,0,-,1998.csv,1998,1.0,0.0
5923,Raavan,2158734,0,-,2158734,100%,2022.csv,2022,0.0,1.0
5924,Jersey,2156815,0,-,2156815,100%,2022.csv,2022,0.0,1.0
5925,The Endless Summer 2,2155385,2155385,100%,0,-,1994.csv,1994,1.0,0.0
5926,Shower,2150929,1157764,53.8%,993165,46.2%,2000.csv,2000,0.5382623043345457,0.4617376956654543
5927,Rich in Love,2149866,2149866,100%,0,-,1993.csv,1993,1.0,0.0
5928,Mrs. Parker and the Vicious Circle,2144667,2144667,100%,0,-,1994.csv,1994,1.0,0.0
5929,Odinnadtsat molchalivykh muzhchin,2126741,0,-,2126741,100%,2022.csv,2022,0.0,1.0
5930,Mallrats,2122561,2122561,100%,0,-,1995.csv,1995,1.0,0.0
5931,The Nutcracker,2119994,2119994,100%,0,-,1993.csv,1993,1.0,0.0
5932,The Contractor,2112600,1035265,49%,1077335,51%,2022.csv,2022,0.49004307488402915,0.5099569251159708
5933,Left Luggage,2111280,1069540,50.7%,1041740,49.3%,2000.csv,2000,0.5065836838316092,0.4934163161683907
5934,Screen Two: The Clothes in the Wardrobe,2106846,2106846,100%,0,-,1993.csv,1993,1.0,0.0
5935,The Princess and the Goblin,2105078,2105078,100%,0,-,1994.csv,1994,1.0,0.0
5936,Faithful,2104439,2104439,100%,0,-,1996.csv,1996,1.0,0.0
5937,A Month by the Lake,2101087,2101087,100%,0,-,1995.csv,1995,1.0,0.0
5938,The Daytrippers,2099677,2099677,100%,0,-,1997.csv,1997,1.0,0.0
5939,Zero Effect,2087471,2087471,100%,0,-,1998.csv,1998,1.0,0.0
5940,Trick,2087228,2087228,100%,0,-,1999.csv,1999,1.0,0.0
5941,Shanghai Triad,2086101,2086101,100%,0,-,1995.csv,1995,1.0,0.0
5942,Strawberry & Chocolate,2084187,2080805,99.8%,3382,0.2%,1995.csv,1995,0.9983773049155378,0.0016226950844621907
5943,Shallow Grave,2079569,2079569,100%,0,-,1995.csv,1995,1.0,0.0
5944,Billy's Hollywood Screen Kiss,2070399,2070399,100%,0,-,1998.csv,1998,1.0,0.0
5945,Blood Simple 2000 Re-release,2068701,1701855,82.3%,366846,17.7%,2000.csv,2000,0.82266842815854,0.17733157184145992
5946,Snowriders,2068490,2068490,100%,0,-,1996.csv,1996,1.0,0.0
5947,Ravenous,2062405,2062405,100%,0,-,1999.csv,1999,1.0,0.0
5948,Marlene,2061924,0,-,2061924,100%,2000.csv,2000,0.0,1.0
5949,Married to It,2059832,2059832,100%,0,-,1993.csv,1993,1.0,0.0
5950,Two Girls and a Guy,2057193,2057193,100%,0,-,1998.csv,1998,1.0,0.0
5951,Beyond the Mat,2053648,2053648,100%,0,-,1999.csv,1999,1.0,0.0
5952,Besieged,2048740,2048740,100%,0,-,1999.csv,1999,1.0,0.0
5953,Hamlet,2046433,1577287,77.1%,469146,22.9%,2000.csv,2000,0.7707493966330684,0.22925060336693162
5954,Big Bully,2042530,2042530,100%,0,-,1996.csv,1996,1.0,0.0
5955,El Mariachi,2040920,2040920,100%,0,-,1993.csv,1993,1.0,0.0
5956,Wildfire: Feel the Heat,2040635,2040635,100%,0,-,1999.csv,1999,1.0,0.0
5957,Mom and Dad Save the World,2034470,2034470,100%,0,-,1992.csv,1992,1.0,0.0
5958,Gate 2: The Trespassers,2032973,2032973,100%,0,-,1992.csv,1992,1.0,0.0
5959,Three Seasons,2021698,2021698,100%,0,-,1999.csv,1999,1.0,0.0
5960,Surviving Picasso,2021348,2021348,100%,0,-,1996.csv,1996,1.0,0.0
5961,Taal,2020532,2020532,100%,0,-,1999.csv,1999,1.0,0.0
5962,Kika,2019581,2019581,100%,0,-,1994.csv,1994,1.0,0.0
5963,Bad Lieutenant,2019469,2000022,99%,19447,1%,1992.csv,1992,0.9903702408900558,0.009629759109944248
5964,The Broken Hearts Club: A Romantic Comedy,2019121,1746585,86.5%,272536,13.5%,2000.csv,2000,0.8650224528396268,0.13497754716037325
5965,Night on Earth,2015810,2015810,100%,0,-,1992.csv,1992,1.0,0.0
5966,Better Than Chocolate,2015406,2015406,100%,0,-,1999.csv,1999,1.0,0.0
5967,Titus,2007290,2007290,100%,0,-,1999.csv,1999,1.0,0.0
5968,Paradise Road,2007100,2007100,100%,0,-,1997.csv,1997,1.0,0.0
5969,Crazy in Alabama,2005840,2005840,100%,0,-,1999.csv,1999,1.0,0.0
5970,Hum Saath-Saath Hain,2005094,2005094,100%,0,-,1999.csv,1999,1.0,0.0
5971,Nemesis,2001124,2001124,100%,0,-,1993.csv,1993,1.0,0.0
5972,The Butcher Boy,1995911,1995911,100%,0,-,1998.csv,1998,1.0,0.0
5973,Ridicule,1979768,1979768,100%,0,-,1996.csv,1996,1.0,0.0
5974,Vertigo 1996 Restored 70mm,1967552,1967552,100%,0,-,1996.csv,1996,1.0,0.0
5975,Endless Winter,1966454,1966454,100%,0,-,1995.csv,1995,1.0,0.0
5976,Cecil B. Demented,1961544,1284646,65.5%,676898,34.5%,2000.csv,2000,0.6549157194536549,0.3450842805463451
5977,High Art,1960216,1960216,100%,0,-,1998.csv,1998,1.0,0.0
5978,The Beatles: Get Back,1959336,0,-,1959336,100%,2022.csv,2022,0.0,1.0
5979,Alcarràs,1957506,0,-,1957506,100%,2022.csv,2022,0.0,1.0
5980,"Happy, Texas",1955933,1955933,100%,0,-,1999.csv,1999,1.0,0.0
5981,Vertical Reality,1951429,1951429,100%,0,-,1994.csv,1994,1.0,0.0
5982,Race the Sun,1945552,1945552,100%,0,-,1996.csv,1996,1.0,0.0
5983,Goodbye Lover,1940299,1940299,100%,0,-,1999.csv,1999,1.0,0.0
5984,Masterminds,1935539,1935539,100%,0,-,1997.csv,1997,1.0,0.0
5985,Jayeshbhai Jordaar,1924623,0,-,1924623,100%,2022.csv,2022,0.0,1.0
5986,"Kiss Me, Guido",1918497,1918497,100%,0,-,1997.csv,1997,1.0,0.0
5987,Wedding High,1908598,0,-,1908598,100%,2022.csv,2022,0.0,1.0
5988,Tango,1897948,1897948,100%,0,-,1999.csv,1999,1.0,0.0
5989,Oscar and Lucinda,1897404,1897404,100%,0,-,1998.csv,1998,1.0,0.0
5990,The Story of Qiu Ju,1890247,1890247,100%,0,-,1993.csv,1993,1.0,0.0
5991,The Night We Never Met,1884814,1884814,100%,0,-,1993.csv,1993,1.0,0.0
5992,Aslan: Hürkus kayip Elmas,1883289,0,-,1883289,100%,2022.csv,2022,0.0,1.0
5993,I Shot Andy Warhol,1875527,1875527,100%,0,-,1996.csv,1996,1.0,0.0
5994,Bitter Moon,1862805,1862805,100%,0,-,1994.csv,1994,1.0,0.0
5995,Washington Square,1851761,1851761,100%,0,-,1997.csv,1997,1.0,0.0
5996,Love Mocktail 2,1845639,0,-,1845639,100%,2022.csv,2022,0.0,1.0
5997,Poison Ivy,1829804,1829804,100%,0,-,1992.csv,1992,1.0,0.0
5998,2022 Oscar Nominated Short Films: Live Action/2022 Oscar Nominated Short Films: Animation/2022 Oscar Nominated Short Films: Documentary 2022 Oscar Nominated Short Films,1801646,1801646,100%,0,-,2022.csv,2022,1.0,0.0
5999,Hurlyburly,1798862,1798862,100%,0,-,1998.csv,1998,1.0,0.0
6000,Boxing Helena,1796389,1796389,100%,0,-,1993.csv,1993,1.0,0.0
6001,Delicatessen,1794187,1794187,100%,0,-,1992.csv,1992,1.0,0.0
6002,Clay Pigeons,1794086,1794086,100%,0,-,1998.csv,1998,1.0,0.0
6003,A Soldier's Daughter Never Cries,1782005,1782005,100%,0,-,1998.csv,1998,1.0,0.0
6004,The City of Lost Children,1781465,1738611,97.6%,42854,2.4%,1995.csv,1995,0.9759445175740191,0.024055482425980865
6005,The Mangler,1781383,1781383,100%,0,-,1995.csv,1995,1.0,0.0
